CustomerID,Age,TotalSpent,AverageSpent,TransactionCount,ServiceInteractionCount,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,Gender_M,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium
12,-0.14880515022164478,-1.598404202074584,-2.038324151047807,-1.5579540466010575,1.0,2023-12-31,1.2163209377276336,Website,0,False,True,False,False,True,False
13,-1.2646796776887634,-1.1853569511167714,-1.4890786267019012,-0.7893531355990558,-1.0,2023-07-05,-1.1326134574626698,Mobile App,0,False,False,False,False,True,False
14,-0.08316547213534368,2.1355608274174145,0.8464053319183777,1.5164495974069492,1.0,2023-01-10,0.006263825053840878,Online Banking,0,True,False,False,True,False,True
15,-0.08316547213534368,0.8763573213408905,-0.1204291164003058,1.1321491419059484,1.0,2023-06-15,1.2875007678849155,Online Banking,0,True,False,False,False,False,True
16,-0.8708416091709568,1.019634271799397,-0.30738001833702133,1.5164495974069492,1.0,2023-03-15,1.0739612774130698,Online Banking,1,False,False,True,False,False,True
17,-1.5928780681202688,0.48521409126720466,-0.20956056532487133,0.7478486864049475,1.0,2023-09-03,-1.2749731177772337,Online Banking,0,True,True,False,False,True,False
18,0.8357900210728716,-0.42764309077385554,-0.7377820101379264,-0.02075222459705415,-1.0,2023-11-24,0.789241956783942,Website,1,False,True,False,False,False,False
19,0.9014296991591727,-0.33840147693055034,-0.5716974241040759,-0.02075222459705415,1.0,2023-03-08,0.9316016170985059,Online Banking,0,False,False,False,False,False,False
20,-0.14880515022164478,2.043799641598569,0.7515310667735597,1.5164495974069492,-1.0,2023-08-15,-0.7055344765189784,Website,0,True,False,True,False,True,False
21,1.3609074457632804,-0.4796058762478872,-0.8344882141491368,-0.02075222459705415,,2023-06-16,-0.5631748162044145,Website,0,True,False,False,False,False,False
22,-0.08316547213534368,0.42758904189115415,0.1888471223794625,0.36354823090394667,1.0,2023-05-06,1.1451411075703517,Mobile App,0,False,False,False,False,True,False
23,-0.5426432187394513,0.30297859778906455,1.5614987468329813,-0.40505268009805495,1.0,2023-07-07,-0.4919949860471326,Mobile App,0,False,False,False,False,True,False
24,0.7701503429865705,-0.16777497906013825,-0.2541501494103319,-0.02075222459705415,-1.0,2023-10-04,-0.990253797148106,Mobile App,0,True,False,False,True,False,True
25,-0.01752579404904259,-0.6804265995671043,0.07710305322417309,-0.7893531355990558,-1.0,2023-02-15,0.0774436552111228,Mobile App,0,False,True,False,False,True,False
26,-0.8052019310846557,-0.9418796033299514,-0.7338660307262803,-0.7893531355990558,-1.0,2023-09-29,1.3586805980421974,Mobile App,1,True,False,True,False,False,True
27,-1.1334003215161612,1.2781071366664445,0.34687285807904533,1.1321491419059484,-1.0,2023-10-01,-0.2784554955752868,Mobile App,0,True,False,False,True,False,True
28,-1.06776064342986,0.5895054065342975,0.439961402998595,0.36354823090394667,1.0,2023-10-26,1.1451411075703517,Online Banking,0,False,False,False,True,False,False
29,-0.34572418448054804,-0.5608146611584239,0.4481126906151114,-0.7893531355990558,1.0,2023-09-02,0.5757024663120962,Website,0,False,False,False,False,False,True
30,1.689105836194786,-0.7591429046738813,1.3175273471149194,-1.1736535911000565,1.0,2023-07-12,0.860421786941224,Website,0,True,False,False,False,False,False
31,-0.6082828968257524,-0.21472571275487065,-0.3415285913036726,-0.02075222459705415,1.0,2023-08-17,-0.20727566541800488,Online Banking,0,True,False,False,False,True,False
32,1.689105836194786,-0.05629069218545658,-0.04667046770744943,-0.02075222459705415,,2023-01-06,1.5722200885140432,Mobile App,0,False,True,False,False,False,False
33,-1.3303193557750645,-0.7830652923556174,1.206224455897638,-1.1736535911000565,-1.0,2023-05-19,-0.13609583526072297,Mobile App,1,True,False,False,False,False,False
34,-0.6739225749120535,0.8389430321127168,-0.49420136802209963,1.5164495974069492,1.0,2023-04-03,1.2875007678849155,Online Banking,0,True,False,False,True,False,False
35,1.4265471238495815,-0.6600126481308777,0.1404225915648464,-0.7893531355990558,-1.0,2023-05-23,-0.4919949860471326,Mobile App,0,True,True,False,False,True,False
36,-1.6585177462065699,0.07379237061619237,-0.3598521816622439,0.36354823090394667,-1.0,2023-02-11,-1.4173327780917975,Online Banking,0,False,False,False,True,True,False
37,-0.47700354065315026,2.5734922381551524,1.2991939528021703,1.5164495974069492,-1.0,2023-08-28,-1.6308722685636434,Online Banking,0,False,True,False,False,False,True
38,0.6388709868139684,-0.5312977400041187,0.5396676169882553,-0.7893531355990558,-1.0,2023-11-27,1.5010402583567612,Online Banking,0,False,True,False,False,True,False
39,-0.08316547213534368,-0.10177844860406902,-0.13132621146908713,-0.02075222459705415,,2023-01-20,0.006263825053840878,Online Banking,0,True,True,False,False,False,True
40,1.5578264800221837,0.4216558562713353,-0.29405064226897143,0.7478486864049475,-1.0,2023-10-14,-0.42081515588985063,Website,0,False,False,False,True,True,False
41,1.689105836194786,-1.224369678479965,-0.8470176675885449,-1.1736535911000565,-1.0,2023-07-04,0.860421786941224,Mobile App,1,False,True,False,False,False,False
42,0.24503291829616178,-0.9976217467672922,-0.9067657654786826,-0.7893531355990558,,2023-07-17,-1.1326134574626698,Mobile App,0,True,False,False,True,False,True
43,-0.41136386256684915,1.2822116006911142,0.8499147473526856,0.7478486864049475,1.0,2023-05-25,-0.06491600510344105,Mobile App,0,True,False,True,False,True,False
44,-0.41136386256684915,-0.7846637304906372,-0.24621734991549546,-0.7893531355990558,-1.0,2023-11-13,0.6468822964693782,Mobile App,0,False,False,False,True,True,False
45,-0.7395622529983547,-1.309439097869151,0.6505923556872449,-1.5579540466010575,-1.0,2023-09-02,1.643399918671325,Online Banking,0,False,False,False,True,True,False
46,0.9014296991591727,-1.5339654714958642,-1.43870030787611,-1.5579540466010575,,2023-07-31,-0.13609583526072297,Online Banking,1,False,True,False,False,False,False
47,0.4419519525550651,0.26996678647513983,-0.4956959708324924,0.7478486864049475,,2023-04-19,-0.3496353257325687,Website,0,False,True,False,False,False,True
48,-1.5928780681202688,0.44731214294699084,-0.2599448865715876,0.7478486864049475,,2023-06-12,0.5757024663120962,Website,0,True,False,False,False,False,True
49,-1.06776064342986,-0.8474362925048868,-0.4409238798894032,-0.7893531355990558,,2023-02-19,-0.5631748162044145,Online Banking,0,False,False,True,False,False,True
50,0.4419519525550651,0.3353266508943791,1.6367510979730908,-0.40505268009805495,1.0,2023-07-15,-0.4919949860471326,Online Banking,0,False,False,True,False,True,False
51,0.376312274468764,-0.9715455314290464,-0.8258831435106695,-0.7893531355990558,,2023-10-31,-1.6308722685636434,Mobile App,1,True,False,False,False,False,True
52,-1.002120965343559,-1.1728539138403036,1.92156296966669,-1.5579540466010575,,2023-02-16,-1.4173327780917975,Mobile App,0,True,False,False,True,False,True
53,-0.14880515022164478,-0.015896264061483287,-0.8757032371904107,0.7478486864049475,,2023-10-02,-0.42081515588985063,Mobile App,0,False,False,False,True,True,False
54,0.6388709868139684,-1.0916315828438767,-0.2294315797979774,-1.1736535911000565,1.0,2023-01-20,-0.2784554955752868,Online Banking,0,False,True,False,False,True,False
55,-0.9364812872572579,-0.18656340018956533,-0.28911665226840016,-0.02075222459705415,,2023-08-18,0.5045226361548143,Website,0,False,False,True,False,True,False
56,1.6234661581084848,0.2389327037011551,0.5027599312029551,-0.02075222459705415,,2023-08-20,-0.8478941368335422,Mobile App,0,False,True,False,False,True,False
57,0.1793932402098607,-0.9066733261018471,-0.6246639868328433,-0.7893531355990558,-1.0,2023-07-20,1.2875007678849155,Online Banking,0,False,False,False,False,False,False
58,0.5732313087276673,1.2851781935010238,1.5188725546321764,0.36354823090394667,1.0,2023-04-17,-1.2037932876199517,Online Banking,0,True,False,True,False,False,False
59,-1.6585177462065699,-1.3201540518081394,-1.9071892610934333,-0.7893531355990558,,2023-12-11,1.3586805980421974,Online Banking,0,True,True,False,False,False,True
60,-1.6585177462065699,-0.6583193873946278,-0.6748007082163922,-0.40505268009805495,1.0,2023-03-02,-0.06491600510344105,Mobile App,0,False,False,True,False,False,False
61,0.7045106649002695,-0.7966520165032851,-0.28340234754754257,-0.7893531355990558,-1.0,2023-12-27,1.5010402583567612,Website,1,True,False,True,False,True,False
62,-1.3303193557750645,-0.578519395416651,-0.4891593344448731,-0.40505268009805495,1.0,2023-08-27,-0.7055344765189784,Mobile App,0,False,True,False,False,False,False
63,0.8357900210728716,1.2706703355128361,-0.047827334300445945,1.5164495974069492,,2023-05-26,-1.3461529479345156,Mobile App,0,True,True,False,False,True,False
64,0.9670693772454738,-0.4089088539879887,0.9192907284069564,-0.7893531355990558,,2023-06-03,-1.061433627305388,Online Banking,0,False,False,True,False,False,False
65,-0.5426432187394513,0.12572806391844343,0.2920785581785326,-0.02075222459705415,,2023-09-25,0.0774436552111228,Mobile App,0,False,False,False,False,True,False
66,-0.6739225749120535,0.19240189866901253,-0.9159832331120507,1.1321491419059484,,2023-08-17,1.0027814472557879,Online Banking,0,True,False,False,True,False,True
67,-1.3959590338613654,-0.7657804867599802,-0.9247910355172685,-0.40505268009805495,1.0,2023-07-23,-0.6343546463616965,Online Banking,0,False,False,True,False,False,True
68,1.0327090553317748,-0.5155571881999413,-0.3426882590264349,-0.40505268009805495,1.0,2023-07-25,-1.4885126082490794,Website,1,False,False,False,False,False,False
69,1.098348733418076,-0.3095889522425251,0.13646249435939953,-0.40505268009805495,-1.0,2023-11-13,0.21980331552568663,Mobile App,0,False,False,True,False,True,False
70,0.376312274468764,1.6077917750572106,1.282719308169279,0.7478486864049475,,2023-03-15,-1.1326134574626698,Mobile App,0,False,True,False,False,False,True
71,-1.5928780681202688,-1.0735069199230598,-1.1421446996422202,-0.7893531355990558,1.0,2023-08-17,1.5010402583567612,Online Banking,1,False,False,False,False,True,False
72,-1.5928780681202688,-0.2528714906211042,-0.8664715138073449,0.36354823090394667,1.0,2023-04-25,-0.06491600510344105,Online Banking,1,False,False,False,False,False,False
73,0.9014296991591727,1.3371951633186148,0.020954407082222386,1.5164495974069492,-1.0,2023-10-27,-0.13609583526072297,Online Banking,1,True,False,True,False,True,False
74,1.0327090553317748,1.1063292214953828,0.14706652122650468,1.1321491419059484,-1.0,2023-02-19,1.2875007678849155,Mobile App,0,True,False,False,True,True,False
75,0.6388709868139684,-0.6733826349043054,-0.7098428415781185,-0.40505268009805495,-1.0,2023-06-17,-0.990253797148106,Mobile App,1,False,False,True,False,False,False
76,0.8357900210728716,-0.5190249861877807,-0.3507555127499976,-0.40505268009805495,1.0,2023-05-09,-1.4885126082490794,Website,1,False,False,False,True,False,True
77,-0.9364812872572579,0.7179223007714765,-0.30471544364794534,1.1321491419059484,,2023-10-15,0.21980331552568663,Online Banking,0,True,False,False,False,False,False
78,1.3609074457632804,-0.6098243999084358,0.2960953782617241,-0.7893531355990558,-1.0,2023-10-07,0.6468822964693782,Mobile App,0,True,False,False,True,True,False
79,-0.47700354065315026,-0.4548165390691913,0.776895296796776,-0.7893531355990558,-1.0,2023-04-20,-0.20727566541800488,Online Banking,1,True,True,False,False,False,False
80,0.1137535621235596,-1.5662728863435091,-1.739331559918258,-1.5579540466010575,,2023-06-09,0.4333428059975324,Mobile App,0,True,False,False,True,False,False
81,-1.6585177462065699,1.2390537710455811,0.30144728681921773,1.1321491419059484,,2023-12-03,1.0027814472557879,Website,1,False,False,False,True,True,False
82,-0.7395622529983547,-1.4016066662646958,-0.20705755579903376,-1.5579540466010575,,2023-05-08,-0.4919949860471326,Mobile App,0,False,False,False,False,False,False
83,0.6388709868139684,0.20704521751610006,-0.15319183041566106,0.36354823090394667,1.0,2023-12-31,-0.06491600510344105,Mobile App,0,True,False,False,True,False,True
84,-0.8708416091709568,0.37771235364418243,0.7610381011963979,-0.02075222459705415,,2023-11-30,1.3586805980421974,Online Banking,0,True,False,False,False,False,True
85,1.098348733418076,0.5730062739202801,-0.769160265766868,1.5164495974069492,,2023-08-08,0.789241956783942,Mobile App,0,True,True,False,False,False,False
86,-0.34572418448054804,0.5521182094779035,-0.1206226944751461,0.7478486864049475,,2023-10-18,-1.7732319288782072,Website,0,True,True,False,False,True,False
87,-0.9364812872572579,0.19609998011698196,0.42304538034699923,-0.02075222459705415,1.0,2023-11-22,1.2163209377276336,Website,0,False,False,True,False,False,False
88,-1.3959590338613654,-1.1104200039733036,-0.31684783694314705,-1.1736535911000565,,2023-02-08,-0.9190739669908241,Online Banking,0,True,False,True,False,False,False
89,-1.2646796776887634,0.9277918094652121,0.3787727240863927,0.7478486864049475,,2023-09-06,-0.990253797148106,Mobile App,0,True,False,True,False,False,True
90,-1.3959590338613654,-0.050276230050297493,-0.5522687880531618,0.36354823090394667,-1.0,2023-05-30,1.5010402583567612,Online Banking,0,True,True,False,False,False,True
91,1.4265471238495815,0.7283256947349949,-0.6085714963321944,1.5164495974069492,1.0,2023-02-03,1.2163209377276336,Mobile App,0,False,False,False,True,True,False
92,-1.4615987119476666,1.3521771343129527,0.4330286068299087,1.1321491419059484,1.0,2023-07-01,0.789241956783942,Mobile App,0,False,False,False,False,True,False
93,-0.8708416091709568,-0.5675877041034226,-0.9982282545695768,-0.02075222459705415,1.0,2023-10-16,1.1451411075703517,Mobile App,0,False,True,False,False,True,False
94,0.7045106649002695,-0.20788493938042152,1.5428222141240042,-0.7893531355990558,,2023-06-27,1.0739612774130698,Website,0,True,False,False,True,False,False
95,0.9670693772454738,-0.7989548511045849,-0.2905452284486142,-0.7893531355990558,-1.0,2023-06-20,-0.990253797148106,Online Banking,0,False,False,True,False,False,False
96,-0.7395622529983547,-1.4971607561327405,-1.0962201771429796,-1.5579540466010575,1.0,2023-02-27,0.7180621266266601,Mobile App,0,False,False,False,False,False,False
97,-0.6739225749120535,-0.9664115648767374,0.3531754000505788,-1.1736535911000565,1.0,2023-12-20,0.860421786941224,Website,0,True,False,True,False,False,False
98,-0.34572418448054804,-0.5056956376720229,-0.8830429974978304,-0.02075222459705415,-1.0,2023-05-23,-1.2037932876199517,Mobile App,0,False,False,False,False,True,False
99,0.6388709868139684,-0.5111276181139119,-0.8931522748201705,-0.02075222459705415,,2023-02-10,-0.8478941368335422,Online Banking,0,True,False,False,True,True,False
100,-0.14880515022164478,-0.21472571275487065,0.3571460014926449,-0.40505268009805495,1.0,2023-06-02,1.3586805980421974,Online Banking,1,False,True,False,False,True,False
101,-0.6739225749120535,-1.0494490713824236,3.0698861168800935,-1.5579540466010575,1.0,2023-01-15,0.6468822964693782,Online Banking,0,False,False,True,False,False,False
102,-0.8052019310846557,1.0334106411495247,1.1284090710224375,0.36354823090394667,1.0,2023-01-14,0.4333428059975324,Online Banking,0,True,True,False,False,False,False
103,-0.280084506394247,1.3961341830259955,0.08189298512253884,1.5164495974069492,1.0,2023-04-27,1.4298604281994793,Mobile App,0,True,False,False,True,True,False
104,1.4921868019358826,1.8961337593117036,0.598855488925368,1.5164495974069492,1.0,2023-03-23,-1.6308722685636434,Online Banking,1,False,False,False,True,False,True
105,1.5578264800221837,0.8080579562835216,-0.19987265795148568,1.1321491419059484,1.0,2023-12-24,0.29098314568296857,Website,0,False,False,False,True,True,False
106,-1.3303193557750645,-0.5309997261145387,0.5405919898107466,-0.7893531355990558,1.0,2023-07-20,1.643399918671325,Mobile App,0,True,True,False,False,False,False
107,1.0327090553317748,0.373445336588833,0.10487625484539755,0.36354823090394667,,2023-01-27,-1.3461529479345156,Online Banking,1,False,True,False,False,False,False
108,0.6388709868139684,-1.0467940385479841,-0.02081744054021918,-1.1736535911000565,1.0,2023-03-24,-1.7732319288782072,Mobile App,1,True,False,False,False,True,False
109,-1.6585177462065699,0.010328958221552586,-0.45827687878435874,0.36354823090394667,1.0,2023-04-28,-0.42081515588985063,Mobile App,0,True,True,False,False,False,True
110,0.376312274468764,-0.7370086003296249,-0.0984017322097962,-0.7893531355990558,1.0,2023-10-10,-0.06491600510344105,Website,1,True,True,False,False,False,True
111,-1.3303193557750645,-0.8857717155735805,0.7283657236159685,-1.1736535911000565,-1.0,2023-06-17,0.5045226361548143,Website,1,False,False,False,True,False,False
112,0.31067259638246286,-0.700203884966501,0.01575831136791361,-0.7893531355990558,-1.0,2023-10-16,0.6468822964693782,Website,0,False,False,False,False,False,False
113,-1.6585177462065699,0.7679750881350182,0.16632303785738642,0.7478486864049475,-1.0,2023-04-12,1.2875007678849155,Online Banking,0,False,True,False,False,False,False
114,1.5578264800221837,1.173368800564982,0.22504472176930326,1.1321491419059484,,2023-08-02,-0.13609583526072297,Website,0,False,True,False,False,True,False
115,1.6234661581084848,-0.8309913442344296,-1.4884399691154524,-0.02075222459705415,,2023-09-21,-0.8478941368335422,Mobile App,0,False,False,False,True,False,False
116,0.7045106649002695,0.3213199980841215,-0.4274304376493965,0.7478486864049475,-1.0,2023-08-20,0.9316016170985059,Mobile App,0,True,True,False,False,False,False
117,0.5732313087276673,-1.108875750181844,-0.30966293909559894,-1.1736535911000565,,2023-12-25,1.2875007678849155,Online Banking,0,False,False,False,True,False,False
118,1.4921868019358826,0.4853766442978848,0.278469269214669,0.36354823090394667,-1.0,2023-10-01,0.5757024663120962,Online Banking,0,True,False,False,False,False,True
119,0.24503291829616178,1.009528891725459,0.03447160890505902,1.1321491419059484,1.0,2023-03-29,-0.5631748162044145,Mobile App,1,True,False,False,True,False,True
120,-1.4615987119476666,-0.133137637439414,-0.6807776188527301,0.36354823090394667,1.0,2023-02-23,-1.7020520987209253,Online Banking,0,False,False,False,True,False,False
121,0.5732313087276673,-0.2628820480938127,-0.4311507381388787,-0.02075222459705415,1.0,2023-09-09,0.860421786941224,Mobile App,0,True,False,False,False,False,True
122,1.098348733418076,2.111083050214188,0.8210971244904642,1.5164495974069492,-1.0,2023-06-14,-0.6343546463616965,Mobile App,1,False,False,True,False,False,True
123,-0.8052019310846557,-0.4449820807130528,0.8073995999389983,-0.7893531355990558,1.0,2023-03-15,-0.20727566541800488,Mobile App,1,True,False,False,True,False,True
124,1.4921868019358826,1.3773728540683485,0.9764157683527507,0.7478486864049475,1.0,2023-02-19,0.5045226361548143,Website,0,True,True,False,False,False,True
125,0.9014296991591727,-0.7073562183164198,1.5584735266866452,-1.1736535911000565,,2023-06-21,0.14862348536840472,Online Banking,0,True,False,False,True,True,False
126,-0.280084506394247,1.4303922342417996,0.11731327100255713,1.5164495974069492,,2023-05-14,-0.7767143066762603,Website,0,False,False,False,False,False,True
127,-1.06776064342986,0.9605462451472269,-0.022503370517603934,1.1321491419059484,-1.0,2023-01-18,-1.061433627305388,Website,0,False,True,False,False,False,True
128,-1.6585177462065699,-0.8627162773888043,0.8356349879714685,-1.1736535911000565,1.0,2023-07-07,-0.20727566541800488,Website,1,False,False,False,False,False,True
129,-1.002120965343559,-1.3864756883255684,-1.6012428653219588,-1.1736535911000565,-1.0,2023-03-21,-0.9190739669908241,Website,0,False,False,False,True,False,True
130,1.6234661581084848,-0.968335109073117,0.3442257904510015,-1.1736535911000565,-1.0,2023-02-25,1.5010402583567612,Mobile App,0,True,False,False,False,True,False
131,1.163988411504377,1.9772206294492298,1.1600583359561547,1.1321491419059484,-1.0,2023-09-24,-1.061433627305388,Website,0,False,False,False,False,True,False
132,-0.14880515022164478,0.8301922606277782,-0.5032490171634568,1.5164495974069492,,2023-06-15,0.7180621266266601,Website,0,False,False,True,False,False,False
133,-1.5272383900339677,-0.5022955701136335,-0.3118373160757782,-0.40505268009805495,-1.0,2023-04-13,0.860421786941224,Mobile App,0,True,False,False,True,False,True
134,0.5732313087276673,0.41045324324030685,0.1622714037328294,0.36354823090394667,-1.0,2023-01-05,0.0774436552111228,Mobile App,0,True,False,False,True,False,True
135,0.6388709868139684,-1.1179922659858126,-0.3520790465640195,-1.1736535911000565,,2023-06-19,-0.5631748162044145,Mobile App,0,False,False,False,True,False,False
136,0.31067259638246286,-1.1476446479990177,-0.4900416903208877,-1.1736535911000565,,2023-11-07,1.0027814472557879,Mobile App,0,True,False,False,True,True,False
137,-1.4615987119476666,-1.1319176422807302,2.302488606426175,-1.5579540466010575,,2023-06-19,0.860421786941224,Online Banking,1,False,True,False,False,False,False
138,-0.47700354065315026,2.082812368961763,1.2828791226264142,1.1321491419059484,-1.0,2023-03-20,0.5757024663120962,Online Banking,0,True,False,False,False,True,False
139,1.3609074457632804,1.0544477125366913,0.5471406310402166,0.7478486864049475,1.0,2023-06-03,-0.2784554955752868,Website,0,False,False,False,True,False,False
140,0.6388709868139684,-0.32895985506522185,1.1672747465135613,-0.7893531355990558,-1.0,2023-10-21,-0.5631748162044145,Mobile App,0,True,True,False,False,False,False
141,-0.34572418448054804,1.648118472751734,1.336326929452865,0.7478486864049475,1.0,2023-06-28,1.0739612774130698,Online Banking,0,False,False,False,True,False,True
142,-0.5426432187394513,0.16921099962533648,0.37300319709302365,-0.02075222459705415,-1.0,2023-04-27,-0.5631748162044145,Mobile App,0,True,False,False,False,False,False
143,1.6234661581084848,-1.2513941198305107,-0.9727533799206386,-1.1736535911000565,-1.0,2023-12-25,-0.9190739669908241,Website,0,False,False,False,True,True,False
144,0.1137535621235596,-1.1476581940849075,2.1560175310077363,-1.5579540466010575,-1.0,2023-02-18,0.9316016170985059,Online Banking,1,False,True,False,False,True,False
145,-0.7395622529983547,0.6795056011874429,1.322695431531577,-0.02075222459705415,1.0,2023-10-11,-0.7055344765189784,Online Banking,0,False,True,False,False,False,False
146,1.0327090553317748,0.14447584679020056,0.3269694305329424,-0.02075222459705415,,2023-12-12,-1.2749731177772337,Mobile App,0,False,False,False,False,True,False
147,-1.5928780681202688,1.3454853678832939,0.42524496749506474,1.1321491419059484,1.0,2023-09-02,0.5757024663120962,Mobile App,0,False,False,False,True,False,False
148,0.7045106649002695,-1.6987265141759074,-2.9718566678713487,-1.5579540466010575,1.0,2023-03-09,0.21980331552568663,Website,0,False,True,False,False,False,True
149,-1.002120965343559,-1.1138065254458034,2.47101857874498,-1.5579540466010575,-1.0,2023-02-17,-1.4173327780917975,Online Banking,0,True,False,True,False,False,True
150,-0.21444482830794587,-0.0999903652665894,-1.256084154250927,1.1321491419059484,,2023-06-29,0.860421786941224,Mobile App,0,False,False,False,True,False,True
151,1.163988411504377,-1.2636804197327385,1.0763920912840477,-1.5579540466010575,1.0,2023-06-02,0.7180621266266601,Mobile App,0,True,False,True,False,False,True
152,0.9670693772454738,0.2461663135664138,-0.5273347315295904,0.7478486864049475,,2023-09-30,1.5722200885140432,Mobile App,0,False,True,False,False,False,False
153,-0.9364812872572579,0.6340720291123904,1.2381405284414841,-0.02075222459705415,-1.0,2023-01-26,1.1451411075703517,Online Banking,0,True,True,False,False,True,False
154,-1.5272383900339677,0.6589832810640961,0.021436601563219082,0.7478486864049475,,2023-04-19,0.006263825053840878,Mobile App,0,False,False,False,False,False,False
155,1.689105836194786,0.8344457315972373,-0.1691792785501175,1.1321491419059484,1.0,2023-04-08,-0.5631748162044145,Website,0,True,False,False,False,True,False
156,-0.6082828968257524,-0.7642091407967404,-1.8704604474517061,0.7478486864049475,,2023-06-30,-1.061433627305388,Mobile App,0,False,False,False,True,False,False
157,0.4419519525550651,1.5518464403315202,1.2083493129051839,0.7478486864049475,,2023-06-13,0.0774436552111228,Mobile App,0,True,True,False,False,True,False
158,-1.6585177462065699,0.2766314607330188,-0.48683639754679353,0.7478486864049475,,2023-10-03,0.29098314568296857,Online Banking,0,False,True,False,False,True,False
159,0.8357900210728716,-1.68150943900972,-2.8116460509549674,-1.5579540466010575,1.0,2023-05-11,-0.5631748162044145,Website,0,True,True,False,False,False,False
160,-0.41136386256684915,1.0647969221566498,0.09875753701470064,1.1321491419059484,1.0,2023-05-02,1.2163209377276336,Online Banking,1,True,True,False,False,False,True
161,1.3609074457632804,0.970936093024855,1.0315179924467293,0.36354823090394667,-1.0,2023-07-24,-1.5596924384063613,Mobile App,0,True,False,True,False,False,False
162,1.098348733418076,-1.139489904293239,-1.3468092459311514,-0.7893531355990558,1.0,2023-06-11,-1.4173327780917975,Mobile App,0,False,True,False,False,False,True
163,1.689105836194786,-0.27389501592238075,1.3380736339421193,-0.7893531355990558,1.0,2023-01-13,-0.2784554955752868,Mobile App,0,True,False,False,False,False,False
164,0.9670693772454738,-0.4220756494730666,-0.7274206311367253,-0.02075222459705415,-1.0,2023-11-25,-1.7020520987209253,Website,1,False,False,False,True,True,False
165,-0.8052019310846557,-1.4707458886472449,-0.8504210402531732,-1.5579540466010575,,2023-03-01,1.5010402583567612,Mobile App,0,False,False,False,True,False,True
166,0.31067259638246286,-0.0346440469332401,-0.006384619425406982,-0.02075222459705415,-1.0,2023-08-03,1.5722200885140432,Online Banking,0,False,False,False,True,True,False
167,-0.08316547213534368,1.4755413385131622,0.5765217311667972,1.1321491419059484,-1.0,2023-03-03,1.0027814472557879,Website,0,False,False,True,False,True,False
168,-1.5272383900339677,-0.18984155297494457,0.41503484950118047,-0.40505268009805495,1.0,2023-08-29,0.4333428059975324,Website,1,True,True,False,False,True,False
169,-1.4615987119476666,1.2159983328608048,-0.10435413296068903,1.5164495974069492,-1.0,2023-06-18,0.9316016170985059,Mobile App,0,False,False,False,True,False,False
170,0.31067259638246286,0.24552964752958387,-0.5281810728800537,0.7478486864049475,-1.0,2023-10-12,-0.3496353257325687,Website,1,True,False,False,False,True,False
171,0.5732313087276673,1.7144401092691632,1.4244904880032312,0.7478486864049475,-1.0,2023-05-04,-1.2749731177772337,Mobile App,0,False,False,True,False,False,False
172,1.163988411504377,0.9559270298587375,1.0082406040985326,0.36354823090394667,1.0,2023-12-12,-0.06491600510344105,Website,0,True,True,False,False,False,True
173,-0.8052019310846557,-0.895375890469589,-0.5896218534711171,-0.7893531355990558,-1.0,2023-10-22,1.0739612774130698,Mobile App,0,False,True,False,False,True,False
174,1.4921868019358826,0.7238825785630756,0.10770939752212517,0.7478486864049475,-1.0,2023-03-09,0.7180621266266601,Mobile App,1,False,True,False,False,False,True
